content,read,time,class_label
准备表演了，跳水开始，要不跳水金牌都叫我们拿了,167,2021/9/16 14:11,Negative
中国股市,148,2021/9/16 14:11,Neutral
不涨也就算了 还鸡跟跌 手里的都是什么 c,157,2021/9/16 14:11,Neutral
这水跳的真好，水花都没有！果然是跳水冠军,177,2021/9/16 14:11,Negative
垃圾天天2点跳水,146,2021/9/16 14:11,Negative
St股全飞天，好一个价值投资[大笑],244,2021/9/16 14:12,Positive
昨天拉到3296，就是为了今天跌到3270。反正怎么都是原,595,2021/9/16 14:13,Negative
开始下雨了，大暴雨，有伞吗,177,2021/9/16 14:14,Negative
股指期货不解决，股市就是一坨,431,2021/9/16 14:14,Negative
你以为的3300是底部！结果它是顶[微笑],179,2021/9/16 14:16,Negative
忽忽悠悠，又套一批[鼓掌][想一下][呲牙][大笑],158,2021/9/16 14:17,Negative
多跌点，太墨迹了吧150,152,2021/9/16 14:20,Negative
跌停吧,161,2021/9/16 14:22,Negative
我始终想不通，坑自己人就这么好？,193,2021/9/16 14:22,Negative
跌的时候就这么起劲,170,2021/9/16 14:25,Negative
赶紧下来，2800下方等你[呲牙][呲牙],124,2021/9/16 14:27,Negative
老乡不跳水了，跑步进场,226,2021/9/16 14:32,Negative
20200916,200,2021/9/16 14:38,Neutral
大家去创业板指看看，一堆人在嘻嘻哈哈，呵呵嘿嘿！,180,2021/9/16 14:42,Neutral
北上持续流入，到底谁在做空A股？,229,2021/9/16 14:44,Positive
北向资金在经济层面数据利好和基建投资加快货币宽松的,234,2021/9/16 14:46,Neutral
都没有放量，难怪不行,205,2021/9/16 14:54,Neutral
现在只是个短线，快进快出，可惜我不会，不知道为何,235,2021/9/16 14:56,Neutral
大A发扬优良作风,189,2021/9/17 9:34,Neutral
谨防大盘，2019.05.06走势，,265,2021/9/17 9:36,Neutral
粤水电，安通破产股票都有5元多？？？？你这绩优股咋,215,2021/9/17 9:38,Neutral
我有一所房子面朝大海，春暖花开！哦不！昨天已经亏完,333,2021/9/17 9:41,Negative
金九银十，把散户全部套在山顶，厉害。,195,2021/9/17 9:42,Negative
山雨欲来风满楼！,247,2021/9/17 9:43,Negative
不要怕，还有3200点可以跌，加油[鼓掌][鼓掌][鼓掌],254,2021/9/17 9:44,Negative
漫漫阴跌路开启,214,2021/9/17 9:44,Negative
黑色星期四上演。,179,2021/9/17 9:46,Negative
3270都保不住,169,2021/9/17 9:47,Negative
黑周四3260破掉跳水玩起来,166,2021/9/17 9:48,Negative
牛市结束,145,2021/9/17 9:48,Negative
天天保险银行护盘，就让它跌下去。等想涨时候银行保险,173,2021/9/17 9:53,Neutral
这个星期股票不会涨了，看下氢星期了。,184,2021/9/17 9:55,Neutral
这个时候不涨十一之前是彻底废了，快跑吧,167,2021/9/17 9:55,Negative
这些卖出的人也是有意思，高位的时候不卖，下来反而卖,849,2021/9/17 9:56,Negative
图片欣赏,182,2021/9/17 9:59,Neutral
你老这样跌，谁特么能抗住？每天亏钱！无语啊！,153,2021/9/17 10:02,Negative
诱空,137,2021/9/17 10:05,Negative
这个星期股指期货空头小胜，星期五是交割日，看样多方,219,2021/9/17 10:06,Negative
要保持愉快的心情，那绝对是在股市还没有开盘的时刻。,160,2021/9/17 10:06,Neutral
我靠这么狠,148,2021/9/17 10:07,Negative
杀啊！,151,2021/9/17 10:12,Negative
3250有支撑,135,2021/9/17 10:13,Neutral
特斯拉收购大型镍矿是何用意,167,2021/9/17 10:18,Neutral
个股跌成了[囧],140,2021/9/17 10:24,Negative
3150的缺口是吧，这补到3000了！！要你命啊？？？,190,2021/9/17 10:32,Negative
这样的走势国庆节肯定没有行情了，保护资金安全第一,166,2021/9/17 10:33,Neutral
低吸美畅股份,205,2021/9/17 10:37,Neutral
今天的步伐好一致[为什么],235,2021/9/17 10:40,Neutral
主板资金超过创业板,164,2021/9/17 10:43,Neutral
让外国狗吓的机构都跑路了,134,2021/9/17 10:57,Negative
粉丝团门赶紧出货，赶紧跑,210,2021/9/17 11:06,Negative
股市已进入熊市[哭],284,2021/9/17 11:13,Negative
要跌就跌，感觉自己不舍得跌,165,2021/9/17 11:17,Negative
我靠我靠，这是补缺口的架势！,190,2021/9/17 11:17,Negative
应该还有150点跌幅,138,2021/9/17 11:18,Negative
就是不追酱油，白酒,115,2021/9/17 11:19,Neutral
打雷下雨啦，主力在做局套路大家，管住手啊,131,2021/9/17 11:21,Negative
好棒棒,133,2021/9/17 11:21,Neutral
Good,143,2021/9/17 11:24,Neutral
期待大A回归价值投资,236,2021/9/17 11:26,Neutral
上证最近一个尚未回补的缺口在7月27日收盘位3205，尽,220,2021/9/17 11:26,Neutral
茅台不倒，大盘不起。[拜神][拜神][拜神],217,2021/9/17 11:29,Neutral
@天弘基金 @江浙第一猛庄 蚂蚁金服上市,174,2021/9/17 13:05,Neutral
都2年了，丛未中过新股，有无同样的股友，同意举手！,337,2021/9/17 13:13,Neutral
能不能破了黑色星期四的魔咒,166,2021/9/17 13:15,Neutral
周线快死叉了,160,2021/9/17 13:18,Negative
诡异手法,132,2021/9/17 13:21,Neutral
高买低卖！大盘还能红妈？,153,2021/9/17 13:23,Negative
机构在悄悄的调仓[想一下][想一下]每天都有抱团股雪崩,157,2021/9/17 13:23,Negative
现在3300是压力位，过几天3200是压力位，在过几天3000,175,2021/9/17 13:27,Neutral
今天玩的是科创板,174,2021/9/17 13:44,Neutral
明天全部中断。暴跌,200,2021/9/17 13:44,Negative
不跌到死人不会出手[得意][得意][得意][得意][得意][,185,2021/9/17 13:44,Negative
不要慌，明天是多头反击之日,197,2021/9/17 13:46,Positive
都买完没，没买赶紧买入，一直上涨，马上翻红，诱多诱,264,2021/9/17 13:48,Positive
没有人气了。庄家自己玩吧！继续回调,174,2021/9/17 14:01,Negative
没有量，反弹都是骗人的，是不是货还是没有走完,150,2021/9/17 14:03,Negative
又算我筹码？,137,2021/9/17 14:05,Neutral
韭菜们赶紧回来吧,137,2021/9/17 14:09,Negative
好！中国股市行稳致远有希望！,159,2021/9/17 14:09,Positive
捉妖记,139,2021/9/17 14:10,Neutral
不会又套进去了吧,165,2021/9/17 14:18,Negative
我竞猜压的跌,136,2021/9/17 14:23,Negative
券商跳起来砸,145,2021/9/17 14:26,Negative
反抽一下风！,142,2021/9/17 14:26,Positive
晚上美股暴跌,207,2021/9/17 14:37,Negative
北向砸盘狗啊。。。。,162,2021/9/17 14:39,Negative
下面请欣赏，菲律宾跳水选手的表演，谢谢大家！,160,2021/9/17 14:40,Negative
量能不够，两连十子星，明天，或周一变盘，选择方向，,468,2021/9/17 14:49,Neutral
帅[大笑][大笑][大笑]这一波操作明天可以放心的割了[,200,2021/9/17 14:50,Negative
主力本来想诱一波，结果散户都聪明了，不跟了，还是乖,263,2021/9/17 14:50,Negative
老乡别走，明天再拉[加油],222,2021/9/17 14:54,Positive
股市操盘手应该称得上阴阳大家了。哈哈,192,2021/9/17 14:55,Neutral
给你磕头了跪求拉升,311,2021/9/18 9:32,Positive
我只是喜欢吃点牛肉,251,2021/9/18 9:41,Positive
茅台不下来，个股就普跌，所以我盯着茅台干,218,2021/9/18 9:48,Negative
大A火箭发了,236,2021/9/18 9:51,Positive
今天进场的，等着活埋,178,2021/9/18 9:57,Negative
下来一起唱情歌！,209,2021/9/18 9:59,Negative
918警报拉响！,196,2021/9/18 10:00,Negative
提前结束下午不需要开盘，为了好看做量有啥意思。,200,2021/9/18 10:09,Neutral
勿忘国耻9.18,173,2021/9/18 10:14,Neutral
2363,196,2021/9/18 10:20,Neutral
大消费题材不稳，大盘就别想起来…一天天唱空消费的真,174,2021/9/18 10:37,Neutral
股指期货做空下跌，就怕尾盘跳水T+1被套跑不掉,185,2021/9/18 10:39,Negative
我发起了一个投票，【#上证指数#康师傅哪个好喝】，快,389,2021/9/18 10:40,Neutral
盘面很难看,193,2021/9/18 10:41,Negative
有人在唱高调，忽悠散户接盘。,237,2021/9/18 11:01,Negative
模拟盘什么时候赚到10倍了再实盘，伸手就被捉,684,2021/9/18 11:02,Neutral
今日3260以下稳稳地。继续跌,169,2021/9/18 11:06,Negative
一次性跌到位得了磨磨唧唧烦死人了,262,2021/9/18 11:16,Negative
炒股十年宝马变自行车！打游戏十年自行车变宝马！真的,202,2021/9/18 11:18,Neutral
主板今天牛了,174,2021/9/18 11:18,Positive
跑跑跑抛抛抛，中字头股票占据市场行情，利空的时候来,240,2021/9/18 11:21,Negative
周线调整到3144,169,2021/9/18 11:22,Negative
力竭,236,2021/9/18 13:04,Negative
银行，保险猛涨,221,2021/9/18 13:16,Positive
一千多亿爆涨[大笑][大笑],149,2021/9/18 13:18,Positive
哎金九银十都改变了,145,2021/9/18 13:18,Neutral
他来了他来了，没有量就一直拉。等我买了就开始跌。加,131,2021/9/18 13:19,Positive
悠着点哟！别把腰闪了，怎么上去的怎么下来,132,2021/9/18 13:20,Negative
疯了疯了，给你们加油,247,2021/9/18 13:26,Positive
老乡别走，我们还是牛市,153,2021/9/18 13:26,Positive
反抽BOLL中轨,254,2021/9/18 13:28,Positive
太感人了，太伟大了。我7月底进来的新人，第一次看到,443,2021/9/18 13:29,Positive
牛市来啦,143,2021/9/18 13:29,Positive
下午开盘先人一步介入，节日消费行情拉开帷幕。保险，,225,2021/9/18 13:32,Neutral
吓的我连滚带爬清仓。,142,2021/9/18 13:34,Negative
老乡别走，快看牛还在[大笑][大笑],245,2021/9/18 13:35,Positive
开始跳水，收割了,162,2021/9/18 13:36,Negative
早木皆兵,166,2021/9/18 13:37,Neutral
没用的，拉上去也是同样的下场,182,2021/9/18 13:37,Negative
又特么的玩老把戏，拉散户上钩！,197,2021/9/18 13:38,Negative
好了可以了，下来吧,458,2021/9/18 13:40,Negative
快逃，两点种大跳水，今天大跌收盘！,158,2021/9/18 13:41,Negative
券商雷了，快跑。,182,2021/9/18 13:50,Negative
唯一可以确定的是9月19日，9月20日两天绝对不会，大家,208,2021/9/18 14:17,Neutral
你再上啊，有本事直接突破20日线,151,2021/9/18 14:17,Positive
可以跳水了,174,2021/9/18 14:19,Negative
大A再次重上3300，应该是第四次了，望日后勇攀高峰，,238,2021/9/18 14:20,Positive
北向资金大幅流入近百亿！不说了，跑步进场。[怒],302,2021/9/18 14:21,Positive
缩量上涨就是耍流氓！！！[惊讶][惊讶][囧][囧],179,2021/9/18 14:22,Negative
好吧，我踏空了。,164,2021/9/18 14:24,Positive
券商又火了，看样子就得买券商股,149,2021/9/18 14:28,Positive
请不要误导韭菜们,160,2021/9/18 14:29,Negative
牛市来了,141,2021/9/18 14:30,Positive
证券，保险，银行又出来打掩护了，快跑[大笑],175,2021/9/18 14:31,Negative
两个股票一个跌3%一个跌1%[哭][哭][哭][哭][哭][哭],187,2021/9/18 14:33,Negative
大盘指数被拉上来了，个股还在被拉低后的水平[滴汗][,144,2021/9/18 14:39,Positive
收3333.33,141,2021/9/18 14:41,Neutral
有卷商银行异动都不是好事啊，只是为了大盘好看一点吗,165,2021/9/18 14:47,Neutral
涨了个啥？大盘涨了两个点，我的才一个点不到,128,2021/9/18 14:47,Positive
今天，中国平安，可以,205,2021/9/18 14:49,Positive
又开始抱团了,188,2021/9/18 14:53,Neutral
炒股就要学会研究人性，股市涨跌是与人性背离的，贪婪,171,2021/9/18 14:57,Neutral
我好难。。。,349,2021/9/21 9:32,Neutral
大跳！,229,2021/9/21 9:34,Negative
4000点见,306,2021/9/21 9:35,Neutral
本周小跌,267,2021/9/21 9:39,Negative
周五猛涨一下，然后出现一大群唱多看好的，我就知道危,422,2021/9/21 9:39,Positive
高开低走，平开低走，低开低走一天开始了,204,2021/9/21 9:43,Negative
就这熊样,208,2021/9/21 9:46,Negative
两点半的行情提前到来了[想一下],238,2021/9/21 9:52,Neutral
没有惊喜，只要不惊吓就谢天谢地了,186,2021/9/21 10:03,Neutral
去买内蒙一机了,184,2021/9/21 10:07,Positive
啥时候10板远远多于20板了，才正式启稳上行。,170,2021/9/21 10:07,Positive
周五做空真香,212,2021/9/21 10:10,Negative
几个点也能走个图形出来，真是好笑,226,2021/9/21 10:13,Neutral
周末诱多，周一闷杀！,408,2021/9/21 10:14,Negative
又要抱团了[献花],206,2021/9/21 10:15,Neutral
下来吧，浪费时间走了[呲牙],228,2021/9/21 10:16,Negative
完旦又开始跌了！3170见,203,2021/9/21 10:21,Negative
券商拉就拉被，跌就不好了,209,2021/9/21 10:24,Negative
展鹏科技603488不到15元坚决不卖出！抄底良机！603488,200,2021/9/21 10:26,Positive
今天估计很多小散追了券商，套的死死的。估计没个把月,264,2021/9/21 10:28,Negative
大盘就是涨上去，还是要跌下来补缺口,206,2021/9/21 10:29,Negative
破3300建议全部抛出股票，节后再来吧。全是利好都拉不,257,2021/9/21 10:29,Negative
大盘指数拉起来了,221,2021/9/21 10:30,Positive
现在的行情只是短线行为,4591,2021/9/21 10:37,Neutral
大盘要死不活的样子，清仓不完了,211,2021/9/21 10:37,Negative
开猛了，需要歇一下，莫慌,163,2021/9/21 10:40,Negative
绝逼跳水还要幻想么[想一下][想一下][想一下],234,2021/9/21 10:40,Negative
牛市是个伪命题,228,2021/9/21 10:41,Negative
又埋了不少人[捂脸][捂脸],187,2021/9/21 10:42,Negative
为啥还看牛，明显长期熊市了,315,2021/9/21 10:43,Negative
多次跌穿3330-3350的小箱体，下午大概率回调,225,2021/9/21 10:44,Negative
，，技术为第一核心，，,278,2021/9/21 10:44,Neutral
底线3316反弹,208,2021/9/21 10:45,Neutral
证券今天要套多少人啊,206,2021/9/21 10:50,Negative
机构一片唱多要上4000，都想想问什么吧,223,2021/9/21 10:52,Positive
难道节前定律就是定律？,193,2021/9/21 10:52,Neutral
八大鸡狗的牛市来了吗？,172,2021/9/21 10:56,Positive
股友们，还是看戏好！等等！,284,2021/9/21 10:58,Neutral
北向资金又跑了，涨才怪,270,2021/9/21 11:01,Negative
看错了，恭喜你没毛病；看对了，恭喜你蒙对了,214,2021/9/21 11:02,Neutral
大盘这走法看上去危危险险的，,273,2021/9/21 11:03,Negative
做得还算成功的一只波段、超短票，已经到了筑顶还是大,465,2021/9/21 11:03,Negative
高开低走重复一万遍！,179,2021/9/21 11:04,Negative
银行跟券商这些机构坏得流脓，千万不要去接机构的筹码,196,2021/9/21 11:05,Negative
一根大阳线，千根韭菜来相见,203,2021/9/21 11:06,Positive
我好佩服，佩服的五体投地。涨就不行。跌就不管,703,2021/9/21 11:06,Neutral
外资牛,159,2021/9/21 11:12,Neutral
万亿资金正在跑步入场,292,2021/9/21 11:14,Positive
节前没戏，周五反弹就是个缓冲。,204,2021/9/21 11:17,Neutral
利用券商做掩护，预计这次到2400,553,2021/9/21 11:18,Neutral
这个月不错啊，8连红。哈哈,299,2021/9/21 11:18,Positive
单边无抵抗下跌，今天大概率要阴包阳，节前都没啥行情,232,2021/9/21 11:24,Positive
四千多家公司，还是以前两千多家公司时候的成交量，玩,248,2021/9/21 11:25,Neutral
哈哈哈，诱多成功了,226,2021/9/21 11:30,Negative
选股心得：股票要涨得看人气（排名低于300的不选）,495,2021/9/21 13:01,Neutral
看我名字,597,2021/9/21 13:07,Neutral
感觉今天又是不赚钱的一天,245,2021/9/21 13:12,Neutral
收盘可能会跌1%以上。死球了。,174,2021/9/21 13:22,Negative
看你们跑不跑，使劲磨你们。,224,2021/9/21 13:26,Negative
不要怂，干就完了[怒][怒],256,2021/9/21 13:32,Negative
开启了无限磨人的行情,231,2021/9/21 13:33,Neutral
今天最少一个点，又套死一批,197,2021/9/21 13:34,Negative
才跌20，上周五报长60多,176,2021/9/21 13:35,Negative
破线了，还带着干嘛,237,2021/9/21 13:37,Negative
往下走的时候是真的稳。,172,2021/9/21 13:39,Negative
干啥啥不行，跳水第一名,265,2021/9/21 13:40,Negative
要卖你们挂单卖。别砸了,213,2021/9/21 13:48,Negative
两点半拉伸,182,2021/9/21 13:49,Positive
华联控股长期看好，目标价格6.7，大部队正在集结！,201,2021/9/21 13:52,Neutral
乡亲们别跑，还有大利好，牛市还在！,301,2021/9/21 13:52,Positive
震荡市不好玩，不看了，mmp,251,2021/9/21 13:55,Neutral
走人！看样子还要核按钮,244,2021/9/21 13:58,Negative
今天看你怎么守住3300的寡！,223,2021/9/21 14:02,Neutral
一根阳线跌一个星期，重心不断下移,225,2021/9/21 14:02,Positive
跳吧！别装了！！,227,2021/9/21 14:04,Negative
1680附近做空，第一止赢位置看在1660！提示：投资风险,310,2021/9/21 14:08,Negative
搅棍开始行动了，老乡别走，还有套[旺柴],430,2021/9/21 14:12,Negative
走一波牛市，外资自然来了！天天指望外资进来么？,324,2021/9/21 14:12,Positive
起来了，起来了[呲牙],322,2021/9/21 14:12,Positive
专家：千金难换牛回头，快上车来不及解释了,418,2021/9/21 14:21,Positive
专家了什么的出来走走，古一涨专家就出来，跌落不出来,254,2021/9/21 14:25,Negative
全部家当上周五杀进去了，今天来这一出，还是太年轻了,227,2021/9/21 14:28,Negative
大盘涨时不挣钱，大盘跌时跟上亏,232,2021/9/21 14:29,Negative
希望守住3300[拜神][拜神][拜神],220,2021/9/21 14:30,Neutral
不让融券卖出，机构在不停出货，太歹毒了,260,2021/9/21 14:31,Negative
从今天的大盘及个股走势看，已大致明确依然是反弹行情,289,2021/9/21 14:31,Positive
还有哪家公司，哪个板块值得信赖！！！,232,2021/9/21 14:32,Neutral
烂,179,2021/9/21 14:33,Negative
今天没有任何希望了，跌跌不休，太弱了,191,2021/9/21 14:36,Negative
涨指数，跌个股。玩个嗨,210,2021/9/21 14:39,Positive
昨晚的各位砖家不牛哄哄吗？说好的今天大涨呢？都出来,203,2021/9/21 14:41,Negative
我发起了一个投票，【#上证指数#节前还会有大涨吗？】,337,2021/9/21 14:49,Neutral
老子不怕你,360,2021/9/21 14:55,Neutral
周一周五两重天,236,2021/9/21 14:56,Neutral
明天深割韭菜,281,2021/9/21 15:00,Negative
风萧萧兮易水寒，壮士一去兮不复还。,195,2021/9/22 9:31,Negative
不要给垃圾出货的机会，埋死他们，管住手,186,2021/9/22 9:31,Negative
这股市天天用银行券商保险这些股来玩股市，哎！没话说,219,2021/9/22 9:35,Neutral
低开就是送钱，速度捡筹码，收盘必涨,250,2021/9/22 9:37,Positive
这主板每天2000多亿，创业板也2000多亿，炒哪个不言而,201,2021/9/22 9:41,Neutral
第一目标：120日线,204,2021/9/22 9:44,Neutral
今天看看散户主导的创业板可否拯救大盘？,255,2021/9/22 9:46,Neutral
牛毛都没看到,182,2021/9/22 9:48,Neutral
医疗这个一日游有什么可拿出来得瑟的[得意][得意][得,195,2021/9/22 9:57,Negative
前进是假突破。撤退就不能是假撤退,195,2021/9/22 9:59,Negative
唠叨跌了五百点，我大胆预测一下，大癌绝不会跌五百点,182,2021/9/22 10:04,Negative
神秘力量果然出来了[怒][怒][怒],231,2021/9/22 10:05,Neutral
集体拉稀的样子真得很美,255,2021/9/22 10:12,Negative
今天绝逼低开高走,189,2021/9/22 10:13,Positive
人心都凉了，不玩了都撤了吧……这牛累死了,227,2021/9/22 10:21,Negative
A股慢牛，拿住好公司,178,2021/9/22 10:24,Positive
天天跌,170,2021/9/22 10:30,Negative
今天拉高不跑，就是最笨的人,190,2021/9/22 10:41,Negative
券商都拉不动了？什么情况谁在砸盘？,226,2021/9/22 10:44,Negative
下一个焊牢的就是为3200，慢慢下跌，熊市无疑,220,2021/9/22 10:59,Negative
继续拉指数 个股一地鸡毛,220,2021/9/22 11:00,Positive
顶住顶住！,184,2021/9/22 11:08,Neutral
跌不怕，怕的是天天阴跌，涨无所谓，只要不猛涨都有机,234,2021/9/22 11:14,Negative
钓鱼,198,2021/9/22 11:17,Neutral
双星领涨一瞬间爆发,223,2021/9/22 11:23,Positive
3个券商涨停！稳了！满仓买入！坐等红包！,185,2021/9/22 11:23,Positive
半夜日出,144,2021/9/22 11:23,Neutral
可惜没有量啊，节前没什么行情了，假期时间太长，大资,205,2021/9/22 11:25,Negative
只是为了补缺口,210,2021/9/22 11:29,Negative
业绩好鸟用，,269,2021/9/22 13:06,Neutral
跳水表演提前开始了！！！！,220,2021/9/22 13:24,Negative
跳吧，毫不犹豫地跳吧，离地板不是很高,241,2021/9/22 13:25,Negative
大盘走势太弱了,170,2021/9/22 13:29,Negative
今天的成交额越来越低了 都套现准备过节了！哈哈哈！,237,2021/9/22 13:32,Negative
每天下午都练习跳水,169,2021/9/22 13:33,Negative
北向连散户都不如，超短线！,189,2021/9/22 13:38,Neutral
节前大跌,191,2021/9/22 13:41,Negative
使劲砸吧,186,2021/9/22 13:46,Negative
拉高，出货，分赃...,219,2021/9/22 13:46,Negative
指数跌了才安全是吧,206,2021/9/22 13:46,Negative
天天缩量下跌，没人陪你玩了，垮掉。,190,2021/9/22 13:50,Negative
太难了，何时解套[哭][哭][哭],336,2021/9/22 13:58,Negative
上不去就下来，别硬撑，撑坏了小散更惨！[握手][握手],199,2021/9/22 14:00,Negative
今天11：20就开始跳水了，牛逼，继续跳,186,2021/9/22 14:00,Negative
为什么大盘会翻红,454,2021/9/22 14:06,Positive
爬出井口探了下头，又掉了下去,285,2021/9/22 14:06,Negative
五浪正式开始,179,2021/9/22 14:19,Neutral
好一个深V啊，哈哈,207,2021/9/22 14:19,Positive
又牺牲一大片！,182,2021/9/22 14:20,Negative
砸的好，继续,147,2021/9/22 14:20,Negative
原形毕露,193,2021/9/22 14:20,Negative
明天继续跌，大家赶快卖，明天往3200走，没一个反弹，,208,2021/9/22 14:23,Negative
下半年客流量大增，加上十一国庆黄金周，关注高铁股！,153,2021/9/22 14:23,Positive
民已食为天机构、游资、券商已韭菜为食，远离癌股，珍,183,2021/9/22 14:23,Negative
人有多大胆，韭菜就有多少。其实韭菜没那么多，会出事,160,2021/9/22 14:24,Negative
年初以来，股市的涨涨跌跌，被区区几文所谓的外资左右,272,2021/9/22 14:25,Neutral
宣布全面转入熊市,156,2021/9/22 14:25,Negative
都没意思，放假啦。,186,2021/9/22 14:28,Neutral
一心为劳苦大众,268,2021/9/22 14:30,Negative
暴跌在后面,172,2021/9/22 14:30,Negative
北向资金太损了，半日游,145,2021/9/22 14:33,Negative
十五分钟头尖顶还要下来！,137,2021/9/22 14:34,Negative
裸泳非常尴尬,158,2021/9/22 14:34,Neutral
绿起来，我们从来没输过,162,2021/9/22 14:34,Negative
跟跌不跟涨的优秀传统表现的非常好,156,2021/9/22 14:35,Negative
还有300点的跌幅空间,177,2021/9/22 14:36,Negative
没几个跌10%的，看着很吓人,164,2021/9/22 14:37,Negative
明白了吧，套住你们没商量,149,2021/9/22 14:37,Negative
终于下来了…3120等你…,164,2021/9/22 14:41,Negative
看看我们的慢牛多好啊！小刀慢慢拉！天天阴跌完大跌妥,200,2021/9/22 14:42,Negative
请继续跌，扶我起来我还能亏！！！,168,2021/9/22 14:43,Negative
必须点赞,161,2021/9/22 14:43,Neutral
每天跌一点，大家才有动力工作。,157,2021/9/22 14:43,Negative
神奇的两点半,166,2021/9/22 14:45,Neutral
向3200点靠拢，继续砸盘。,156,2021/9/22 14:46,Negative
总是让人失望的家伙,154,2021/9/22 14:46,Negative
明天开始抢筹码了,203,2021/9/22 14:52,Positive
白天亏完晚上基金还要亏，周五暴涨赚了一千，今天亏了,276,2021/9/22 14:53,Negative
垃圾北向每天做t,476,2021/9/22 14:55,Negative
病入膏肓，无药可救了，赶紧喊几句口号提提神儿吧！,190,2021/9/22 14:56,Negative
又是雪流成河的一天,220,2021/9/22 14:56,Negative
黑色星期三,181,2021/9/23 9:31,Negative
今天十字绣,215,2021/9/23 9:31,Neutral
又是高开低走,175,2021/9/23 9:34,Negative
这个大盘怎么这么差劲的,173,2021/9/23 9:36,Neutral
今天大跳水,163,2021/9/23 9:37,Negative
这走位好骚啊,171,2021/9/23 9:37,Negative
金猴奋起千劲棒,189,2021/9/23 9:38,Neutral
北向今天很有可能带崩大盘高开低走，北向今天居然集合,452,2021/9/23 9:40,Negative
稀土永磁：五矿稀土、英洛华、川能动力,256,2021/9/23 9:41,Neutral
把钱还我我不玩了[哭][哭],201,2021/9/23 9:42,Negative
逢低买入，大牛市不可逆转,166,2021/9/23 9:42,Positive
节前清仓！节前清仓！节前清仓！,187,2021/9/23 9:43,Negative
昨天多方那个熊样，今天还好意思高开，谁信你睡一觉能,176,2021/9/23 9:47,Positive
新希望的企业价值观决定了它的未来！一时的涨跌说明不,565,2021/9/23 9:53,Neutral
券商股又出来搅盘了，,210,2021/9/23 9:53,Negative
股市害的我都不敢买了，一买就套，太黑,902,2021/9/23 10:06,Negative
太吭爹了，不买了，只要拉高就出货，绝不会买了补了,209,2021/9/23 10:08,Negative
今天成交量能破一亿吗[大笑]到现在才3000多万，没人买,187,2021/9/23 10:09,Neutral
游戏板块崛起,240,2021/9/23 10:12,Positive
再看看,176,2021/9/23 10:14,Neutral
轻大盘，精选个股。,188,2021/9/23 10:27,Neutral
创业板又被你带下来了,153,2021/9/23 10:31,Negative
十点观察,197,2021/9/23 10:33,Neutral
垃圾，继续跌，来一个跌停！,190,2021/9/23 10:34,Negative
大家别忘了，明天是周四。传说中的黑周四，谁都想在今,196,2021/9/23 10:34,Negative
拉指数，只要靠券商股，保险股，超级大盘银行股，两桶,156,2021/9/23 10:40,Positive
看来节前没戏。,154,2021/9/23 10:46,Neutral
天天跌，大癌股你就这么喜欢绿吗,178,2021/9/23 11:02,Negative
茅台又在砸盘,416,2021/9/23 11:07,Negative
劵商跌大盘跌保险跌大盘跌银行跌大盘跌堂堂一个大盘被,228,2021/9/23 11:08,Negative
跌跌不休就是A股特性。,194,2021/9/23 11:09,Negative
今天还是没戏,187,2021/9/23 11:10,Neutral
上午收盘还是绿[大笑],314,2021/9/23 11:25,Negative
绿,152,2021/9/23 11:27,Negative
沪综指自始以来的趋势运动图解,207,2021/9/23 11:29,Neutral
今天量能缩的更严重,122,2021/9/23 13:14,Negative
割哈哈哈把量都割没了,189,2021/9/23 13:19,Negative
你这点算个鸟心,272,2021/9/23 13:30,Neutral
都没有资金了，还在这里干什么？,187,2021/9/23 13:34,Neutral
未来，世界看中国，中国看上海。,227,2021/9/23 13:53,Positive
海伦哲（300201）店小二公告之日起15个交易日才开始减,207,2021/9/23 13:58,Negative
支持支持支持，湖北企业太难了,228,2021/9/23 14:03,Neutral
见证奇迹,403,2021/9/23 14:03,Neutral
冯柳的“弱者体系”，简单来讲就是低买：即买入已经积,334,2021/9/23 14:04,Positive
晴转阴，有小到中雨,187,2021/9/23 14:06,Negative
预备跳,245,2021/9/23 14:08,Negative
跳水来了。不会缺席,160,2021/9/23 14:13,Negative
当然涨不动了，抱团股天天涨没有人跟，散户有的机构不,151,2021/9/23 14:13,Neutral
大盘下降到3200就大胆干，狠狠干。,166,2021/9/23 14:14,Negative
'券商苟在砸盘,144,2021/9/23 14:16,Negative
百分之百收不到3300今天,144,2021/9/23 14:19,Neutral
空军一号降临A股,121,2021/9/23 14:19,Negative
天山不走稳，券商不动大盘起不来！,504,2021/9/23 14:19,Neutral
不知道跟谁走自己也蒙圈,156,2021/9/23 14:23,Neutral
今天估计连2300亿都没有了！大盘极度危险,153,2021/9/23 14:24,Negative
抽水过节，没行情,126,2021/9/23 14:24,Negative
乞丐讨饭吃，没有金主，这鸟大盘粑粑一样,139,2021/9/23 14:24,Negative
熟悉的味道,151,2021/9/23 14:25,Neutral
神奇两点半,118,2021/9/23 14:26,Neutral
大A本就是杀猪盘,164,2021/9/23 14:27,Negative
***爬得好好的一头就栽下来了,135,2021/9/23 14:27,Negative
节前找机会清仓清仓清仓,210,2021/9/23 14:30,Negative
中国的大A离不开下午2点半开始跳水的魔咒[大笑],158,2021/9/23 14:30,Negative
天天尾盘都一个样，,151,2021/9/23 14:33,Neutral
翠华珠宝明日涨停买进。,169,2021/9/23 14:37,Positive
下面这些股是我根据短线低温选股法找的，不一定都涨停,198,2021/9/23 14:41,Neutral
